0, 0.0000, 146.1276, 0.0000
1, -17.1887, 128.9389, 151.2626
2, -9.0389, 119.9000, 39.7011
3, -13.1448, 106.7552, 94.7777
4, -4.2223, 102.5330, 11.9656
5, 0.4001, 102.9331, 0.1279
6, -7.8651, 95.0680, 51.5250
7, -4.6511, 90.4169, 18.2655
8, -1.9185, 88.4984, 4.4622
9, -5.8242, 82.6742, 39.0425
10, -2.0596, 80.6145, 5.4833
11, -5.8056, 74.8089, 39.5659
12, -4.5718, 70.2371, 28.6923
13, -3.9592, 66.2779, 25.3943
14, 6.9673, 73.2452, 105.2827
15, -5.8122, 67.4330, 48.0930
16, -0.8621, 66.5709, 1.8429
17, -2.6874, 63.8834, 16.8047
18, 0.0115, 63.8949, 0.0003
19, -2.8526, 61.0423, 18.1382
20, -2.1508, 58.8915, 14.3665
21, -0.3013, 58.5902, 0.3783
22, -0.3662, 58.2240, 0.4298
23, -0.5821, 57.6419, 1.1280
24, -0.2898, 57.3521, 0.2937
25, -4.2250, 53.1272, 58.6645
26, -0.9929, 52.1343, 5.0641
27, -3.2235, 48.9108, 60.7998
28, -0.0732, 48.8376, 0.0582
29, -0.8917, 47.9459, 9.2313
30, -1.4094, 46.5365, 17.7814
31, 0.2046, 46.7411, 0.9799
32, -1.1564, 45.5847, 18.9140
33, -0.3929, 45.1918, 4.4325
34, 0.1786, 45.3703, 1.7185
35, 0.4647, 45.8350, 8.9908
36, -0.4148, 45.4202, 5.4329
37, -0.9901, 44.4301, 30.0626
38, 0.2881, 44.7182, 8.8775
39, -0.3243, 44.3939, 4.0707
40, -0.6141, 43.7798, 18.3893
41, 0.0226, 43.8025, 0.2987
42, 0.2526, 44.0551, 24.1297
43, -0.3817, 43.6734, 6.9768
44, 0.3220, 43.9953, 10.7804
45, -0.2341, 43.7612, 3.5967
46, -0.5571, 43.2041, 25.2736
47, 0.1193, 43.3234, 6.8706
48, -0.5000, 42.8234, 17.2840
49, 0.1225, 42.9459, 24.8867
50, -0.7613, 42.1846, 17.1920
51, -0.5439, 41.6407, 37.8483
52, -0.0107, 41.6300, 14.0997
53, -0.0820, 41.5480, 9.2913
54, 0.0377, 41.5857, 0.2090
55, 0.2689, 41.8547, 11.0781
56, -0.0924, 41.7622, 0.4115
57, 0.0685, 41.8307, 0.2769
58, 0.2030, 42.0337, 11.0543
59, 0.2042, 42.2379, 1.7694
60, -0.9055, 41.3323, 17.4150
61, 0.0654, 41.3977, 0.2189
62, 0.4328, 41.8305, 9.7900
63, 0.2673, 42.0978, 3.0949
64, -0.2519, 41.8459, 1.2411
65, 0.2176, 42.0635, 1.6850
66, -0.9686, 41.0950, 17.5673
67, 0.2531, 41.3481, 10.5049
68, -1.3593, 39.9888, 37.4409
69, -0.5452, 39.4436, 16.0344
70, -0.2521, 39.1915, 9.7296
71, -0.0047, 39.1868, 0.0100
72, 0.0286, 39.2154, 19.4225
73, 0.0982, 39.3137, 3.6918
74, -0.4471, 38.8665, 14.8493
75, 0.0399, 38.9065, 11.1985
76, 0.2926, 39.1990, 16.7604
77, 0.5703, 39.7693, 25.0628
78, -0.3421, 39.4273, 2.5224
79, 0.5023, 39.9295, 8.9340
80, -1.0826, 38.8470, 20.7067
81, -0.8196, 38.0274, 28.2910
82, -0.0758, 37.9516, 0.6455
83, -0.5132, 37.4384, 28.2868
84, -0.3083, 37.1301, 14.0073
85, -0.2105, 36.9196, 12.5735
86, -0.0070, 36.9126, 16.4591
87, -0.0074, 36.9053, 0.0765
88, -0.2417, 36.6635, 14.3684
89, -0.0020, 36.6615, 0.3645
90, 0.0020, 36.6635, 0.3335
91, 0.0004, 36.6639, 12.3135
92, -0.4083, 36.2556, 25.3491
93, -0.0097, 36.2459, 0.6607
94, -0.0291, 36.2168, 4.1022
95, -0.1412, 36.0755, 8.1278
96, -0.2572, 35.8184, 12.0589
97, -0.0510, 35.7673, 28.3784
98, -0.5030, 35.2643, 25.0333
99, 0.0056, 35.2699, 0.0255
100, -0.0220, 35.2479, 0.8759
101, -0.2982, 34.9496, 13.0543
102, 0.0894, 35.0390, 26.2203
103, 0.0216, 35.0606, 0.0510
104, -0.4570, 34.6036, 14.2120
105, 0.0285, 34.6322, 0.2979
106, -0.0293, 34.6028, 9.8075
107, 0.2950, 34.8978, 9.3709
108, 0.2981, 35.1959, 8.1080
109, 0.2066, 35.4024, 2.1116
110, -0.5446, 34.8578, 6.7955
111, 0.3971, 35.2549, 7.8342
112, 0.7191, 35.9740, 19.2469
113, -0.9881, 34.9859, 14.5454
114, -0.7229, 34.2631, 11.9910
115, 0.3818, 34.6448, 7.6856
116, 0.0150, 34.6598, 0.0065
117, 0.5597, 35.2195, 11.6346
118, 0.6542, 35.8737, 10.1574
119, 0.5052, 36.3788, 6.3183
120, -1.8818, 34.4970, 34.6796
121, -0.0354, 34.4616, 0.0291
122, 0.3987, 34.8603, 6.6019
123, 0.2508, 35.1111, 1.3243
124, 0.5735, 35.6846, 5.2000
125, 0.4524, 36.1370, 5.2504
126, 0.5988, 36.7359, 5.5487
127, 0.5410, 37.2769, 4.7667
128, 0.8675, 38.1443, 6.2670
129, 1.2346, 39.3789, 10.8225
130, 1.3658, 40.7447, 13.9849
131, -1.3656, 39.3791, 7.0895
132, 1.3728, 40.7519, 13.4151
133, 0.2728, 41.0247, 0.3836
134, 0.5258, 41.5505, 1.1018
135, 0.8221, 42.3726, 2.7753
136, -0.8861, 41.4865, 3.0596
137, 0.9242, 42.4108, 7.3772
138, -0.9051, 41.5057, 3.1115
139, -0.8360, 40.6697, 2.8625
140, 1.4569, 42.1266, 11.7394
141, -1.6209, 40.5057, 8.0163
142, -0.4252, 40.0805, 0.7985
143, 0.8858, 40.9663, 7.4520
144, 0.7821, 41.7485, 2.4697
145, -10.3131, 31.4354, 447.3831
146, -4.0517, 27.3837, 308.5913
147, 0.0104, 27.3941, 0.0220
148, -0.0189, 27.3752, 0.0974
149, -0.1915, 27.1836, 8.9818
150, -0.0042, 27.1794, 0.0421
151, -0.0189, 27.1605, 13.4849
152, -0.0249, 27.1356, 7.4744
153, 0.1013, 27.2369, 2.3507
154, 0.1203, 27.3572, 6.1557
155, 0.1335, 27.4907, 5.0152
156, -0.2433, 27.2474, 1.9971
157, 0.4823, 27.7298, 16.0589
158, 0.3059, 28.0357, 5.9529
159, 0.6159, 28.6516, 14.9914
160, -0.2025, 28.4491, 0.6312
161, -1.4450, 27.0041, 27.0009
162, -0.5106, 26.4935, 5.9022
163, -0.2356, 26.2579, 1.9326
164, -0.1060, 26.1520, 0.5794
165, 0.3030, 26.4549, 16.3784
166, 0.3953, 26.8502, 5.4287
167, -0.0235, 26.8267, 0.0150
168, 0.1796, 27.0064, 1.0387
169, 0.4305, 27.4369, 4.4370
170, -1.0769, 26.3600, 16.9166
171, -0.0156, 26.3444, 0.0081
172, -0.0949, 26.2495, 0.2847
173, -0.2783, 25.9712, 2.1337
174, -0.7980, 25.1732, 20.1540
175, -0.3760, 24.7972, 10.8672
176, -0.1162, 24.6810, 2.8681
177, -0.0689, 24.6122, 17.9421
178, 0.0217, 24.6339, 0.0567
179, 0.0254, 24.6592, 0.0870
180, -0.7875, 23.8717, 212.0131
181, 0.2537, 24.1254, 8.0359
182, -0.2540, 23.8715, 3.7494
183, 0.0128, 23.8843, 0.0207
184, -0.3998, 23.4845, 10.4675
185, -0.4904, 22.9940, 19.3116
186, -0.1697, 22.8243, 5.2388
187, 0.2976, 23.1219, 171.4257
188, -0.3042, 22.8177, 3.8409
189, -0.7067, 22.1110, 22.5115
190, -0.3784, 21.7325, 8.7928
191, -0.3754, 21.3572, 17.4984
192, -0.0246, 21.3326, 6.5137
193, -0.0097, 21.3229, 0.5179
194, -0.1680, 21.1549, 5.7037
195, 0.0392, 21.1941, 9.3027
196, 0.0949, 21.2890, 15.2099
197, -0.7474, 20.5416, 182.7999
198, 0.1397, 20.6813, 3.2352
199, 0.2403, 20.9216, 6.7866
200, -0.1282, 20.7934, 0.7805
201, -0.4446, 20.3488, 9.7652
202, -0.2505, 20.0982, 11.7772
203, -0.1776, 19.9206, 7.1494
204, 0.0342, 19.9548, 10.1699
205, -0.0764, 19.8784, 2.8703
206, -0.0666, 19.8118, 1.6650
207, -0.0766, 19.7352, 6.8437
208, -0.1088, 19.6264, 14.9297
209, -0.0146, 19.6118, 0.2111
210, -0.0102, 19.6016, 0.2748
211, 0.0179, 19.6195, 1.3651
212, -0.2136, 19.4059, 16.4860
213, -0.0926, 19.3133, 14.3863
214, 0.0332, 19.3465, 1.1935
215, -0.1659, 19.1805, 7.0778
216, -0.2206, 18.9599, 14.2748
217, -0.0529, 18.9070, 2.0073
218, -0.0130, 18.8940, 1.4561
219, -0.1161, 18.7779, 7.1596
220, 0.0189, 18.7967, 12.5279
221, -0.1049, 18.6918, 1.1049
222, 0.0046, 18.6964, 6.6227
223, 0.0803, 18.7767, 0.9575
224, -0.0715, 18.7052, 0.3861
225, 0.0683, 18.7735, 6.2800
226, -0.6249, 18.1486, 18.0436
227, 0.0256, 18.1742, 0.0787
228, 0.0162, 18.1904, 0.0328
229, -0.3180, 17.8724, 13.7162
230, -0.0919, 17.7805, 143.5402
231, -0.3611, 17.4194, 6.8219
232, 0.0332, 17.4526, 0.1734
233, -0.2676, 17.1850, 6.6253
234, 0.1425, 17.3275, 10.7031
235, 0.0323, 17.3599, 0.1161
236, -0.1749, 17.1849, 2.9185
237, -0.1144, 17.0705, 2.7010
238, -0.2829, 16.7876, 6.9251
239, -0.1561, 16.6315, 3.7119
240, -0.1298, 16.5018, 4.6138
241, -0.0035, 16.4983, 1.0726
242, 0.0066, 16.5049, 0.0719
243, -0.0404, 16.4645, 4.2415
244, 0.0933, 16.5578, 4.2349
245, 0.0549, 16.6126, 0.7878
246, 0.0873, 16.6999, 1.3935
247, -0.4503, 16.2496, 14.3304
248, 0.1393, 16.3889, 11.2326
249, -0.4285, 15.9605, 15.1380
250, 0.0524, 16.0128, 0.8850
251, 0.1154, 16.1283, 5.9002
252, 0.0846, 16.2128, 3.3924
253, 0.0756, 16.2884, 0.6732
254, -0.3050, 15.9835, 5.1944
255, 0.0892, 16.0726, 3.3064
256, 0.0912, 16.1638, 2.6839
257, -0.0007, 16.1631, 0.0000
258, -0.3319, 15.8313, 5.2694
259, -0.4274, 15.4038, 13.4488
260, -0.2387, 15.1651, 11.7607
261, -0.0165, 15.1486, 4.5712
262, 0.0007, 15.1493, 9.8172
263, -0.3209, 14.8284, 13.3215
264, 0.0087, 14.8371, 0.1050
265, -0.1497, 14.6874, 10.4802
266, 0.0002, 14.6876, 1.2752
267, -0.1175, 14.5701, 11.6825
268, -0.0974, 14.4727, 10.9160
269, 0.0023, 14.4750, 0.0253
270, 0.0115, 14.4865, 0.2709
271, 0.0552, 14.5416, 4.0089
272, 0.0227, 14.5643, 0.1587
273, -0.2611, 14.3033, 12.3783
274, 0.0092, 14.3125, 0.2773
275, 0.0218, 14.3343, 1.6711
276, -0.1434, 14.1909, 4.9531
277, -0.0364, 14.1545, 2.1412
278, -0.0002, 14.1543, 0.1781
279, -0.0064, 14.1479, 1.9314
280, -0.1039, 14.0440, 9.5150
281, -0.0520, 13.9920, 4.1309
282, -0.0574, 13.9346, 10.1047
283, -0.0906, 13.8440, 4.0480
284, -0.0860, 13.7580, 3.5754
285, 0.0178, 13.7758, 3.3795
286, 0.0433, 13.8191, 0.7946
287, -0.0862, 13.7330, 1.9434
288, 0.0257, 13.7586, 0.3002
289, 0.0400, 13.7986, 3.8523
290, -0.3990, 13.3996, 124.0552
291, -0.1938, 13.2058, 4.5157
292, -0.1966, 13.0092, 10.7977
293, -0.0100, 12.9992, 5.8210
294, -0.0706, 12.9286, 2.2276
295, -0.0748, 12.8538, 5.6585
296, -0.0017, 12.8521, 0.0254
297, -0.0100, 12.8421, 4.9685
298, -0.0070, 12.8351, 0.0435
299, -0.0158, 12.8193, 7.6804
300, 0.0377, 12.8570, 2.8447
301, -0.5903, 12.2667, 120.1102
302, 0.7215, 12.9882, 82.8484
303, -0.3671, 12.6210, 3.3447
304, -0.3797, 12.2413, 5.1414
305, -0.3014, 11.9399, 3.6992
306, -0.2805, 11.6594, 11.1529
